date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19951030,0.79,0.38,0.11,0.80,0.70,-0.11
19951031,0.12,-0.11,0.02,-0.25,-0.34,-0.52
19951101,0.36,0.39,0.25,0.42,0.51,1.34
19951102,1.28,0.71,0.82,1.06,0.96,1.29
19951103,0.77,0.53,0.54,0.33,0.29,-0.01
19951106,0.09,0.03,-0.01,-0.43,-0.12,-0.27
19951107,-0.80,-0.36,-0.11,-0.47,-0.41,-0.56
19951108,0.44,0.32,0.27,0.79,0.78,1.15
19951109,0.71,0.52,0.28,0.68,0.11,0.39
19951110,0.24,0.25,0.09,-0.15,-0.04,-0.43
19951113,-0.33,-0.30,-0.05,-0.09,0.01,-0.43
19951114,-1.04,-0.64,-0.25,-0.67,-0.40,-1.00
19951115,0.03,-0.02,0.00,0.90,0.50,0.07
19951116,0.43,0.46,0.33,0.45,0.68,1.10
19951117,0.26,0.40,0.30,0.28,0.57,0.54
19951120,-0.65,-0.32,-0.11,-0.72,-0.38,-0.47
19951121,-0.82,-0.35,-0.22,0.37,0.37,0.47
19951122,-0.13,0.00,0.03,-0.43,-0.08,0.15
19951124,0.35,0.19,0.27,0.43,0.26,0.23
19951127,0.19,0.13,0.16,0.09,0.30,0.37
19951128,0.75,0.27,0.23,1.24,0.39,0.35
19951129,0.70,0.67,0.40,0.31,0.41,0.61
19951130,0.96,0.45,0.43,-0.26,-0.19,0.40
19951201,0.55,0.33,0.33,-0.12,0.43,0.27
19951204,1.10,0.53,0.41,1.09,1.05,1.17
19951205,0.05,0.07,0.17,0.54,0.44,0.30
19951206,-0.44,-0.19,0.09,0.26,0.22,0.60
19951207,-0.73,-0.41,-0.23,-0.54,-0.57,-1.28
19951208,0.25,0.31,0.18,0.35,0.11,-0.07
19951211,0.02,0.11,-0.06,0.29,0.54,-0.32
19951212,-0.22,-0.14,-0.20,-0.18,-0.30,-0.29
19951213,0.38,0.44,0.34,0.48,0.59,0.23
19951214,-0.38,0.03,0.22,-0.90,-0.82,-0.82
19951215,-0.92,-0.42,-0.40,-0.23,-0.31,0.29
19951218,-2.82,-1.94,-1.43,-1.72,-1.63,-1.22
19951219,1.07,0.56,0.32,0.91,1.26,1.06
19951220,1.25,0.85,0.58,-1.18,-0.26,-0.40
19951221,0.93,0.39,0.65,1.00,0.40,0.40
19951222,0.48,0.62,0.46,0.36,0.32,0.15
19951226,0.38,0.06,0.07,0.36,0.35,0.31
19951227,0.40,0.42,0.21,-0.05,0.31,0.38
19951228,-0.08,-0.03,0.10,-0.19,0.11,0.27
19951229,0.97,0.61,0.46,0.44,0.26,0.31
19960102,0.18,0.34,0.34,0.91,0.51,0.37
19960103,-0.70,-0.19,0.14,-0.04,-0.01,0.12
19960104,-1.75,-1.05,-0.74,-0.72,-0.47,-1.27
19960105,0.65,0.52,0.33,-0.41,0.14,-0.33
19960108,0.15,0.01,0.03,0.25,0.40,0.15
19960109,-2.57,-0.87,-0.83,-1.90,-1.28,-1.28
19960110,-1.45,-1.28,-1.28,-1.53,-1.80,-1.43
19960111,1.40,0.50,0.58,0.98,0.82,0.45
19960112,-0.12,-0.24,-0.09,-0.10,-0.34,0.51
19960115,-1.26,-0.85,-0.48,-0.60,-0.46,-0.22
19960116,-0.34,-0.12,-0.08,1.35,0.87,1.61
19960117,0.31,0.09,0.17,-0.46,0.07,0.61
19960118,0.75,0.25,0.26,0.47,0.34,-0.06
19960119,0.80,0.18,0.02,0.66,0.55,0.47
19960122,1.06,0.52,0.13,0.51,0.24,0.13
19960123,0.28,0.30,0.30,0.07,-0.19,-0.22
19960124,0.56,0.60,0.67,1.41,0.85,0.58
19960125,0.09,0.06,0.16,-0.61,-0.29,0.01
19960126,0.52,0.16,0.10,0.84,0.62,0.34
19960129,0.35,0.29,0.00,0.16,0.60,1.02
19960130,0.62,0.48,0.53,1.16,0.72,0.84
19960131,0.53,0.58,0.46,0.72,1.11,0.91
19960201,0.82,0.39,0.45,0.72,0.25,-0.15
19960202,0.32,0.13,-0.20,-0.29,-0.43,-0.34
19960205,0.37,0.07,0.28,1.12,0.64,0.31
19960206,0.55,0.39,0.34,0.66,0.86,0.83
19960207,-0.30,-0.18,-0.08,0.51,0.39,0.67
19960208,0.35,0.14,0.53,0.95,0.86,0.68
19960209,0.00,0.45,0.18,0.14,0.06,-0.11
19960212,0.19,0.01,0.10,0.52,0.81,0.76
19960213,-0.69,-0.29,-0.20,-0.29,-0.08,0.31
19960214,0.44,0.35,0.27,-0.57,-0.57,-0.37
19960215,0.27,-0.09,0.01,-0.53,-0.27,-0.03
19960216,0.21,0.34,0.25,-0.38,-0.65,-0.48
19960220,-1.01,-0.68,-0.80,-0.94,-1.05,-1.49
19960221,1.24,0.59,0.41,1.18,1.05,1.01
19960222,1.61,0.86,0.77,1.73,1.68,1.27
19960223,0.30,0.24,0.15,-0.02,0.08,0.46
19960226,-0.04,-0.21,0.02,-1.19,-1.18,-0.89
19960227,-0.03,-0.14,-0.07,-0.59,-0.30,-0.17
19960228,0.20,0.11,0.36,-0.32,-0.23,0.16
19960229,-0.04,-0.12,-0.02,-0.74,-0.49,-0.79
19960301,-0.15,-0.14,0.12,0.16,0.45,0.93
19960304,0.37,0.52,0.40,1.08,0.95,1.04
19960305,0.45,0.27,0.14,0.99,0.56,0.46
19960306,-0.05,0.14,0.12,-0.67,-0.12,-0.29
19960307,-0.01,-0.01,0.16,0.33,0.24,-0.25
19960308,-2.74,-2.21,-2.26,-2.95,-2.81,-3.43
19960311,1.36,0.54,0.51,1.19,0.98,-0.15
19960312,-0.37,-0.13,-0.23,-0.52,-0.39,-0.62
19960313,0.83,0.55,0.73,0.27,0.55,0.44
19960314,0.94,0.58,0.37,0.09,0.74,0.51
19960315,0.17,-0.04,0.07,0.55,-0.25,-0.04
19960318,1.14,0.93,0.83,1.42,1.91,1.55
19960319,0.00,0.18,0.18,-0.37,0.16,-0.11
19960320,-0.02,0.00,0.10,-0.26,-0.61,0.46
19960321,0.16,0.27,0.14,-0.08,-0.16,-0.16
19960322,0.40,0.18,0.19,0.14,0.29,0.46
19960325,-1.27,-0.27,-0.03,-0.45,-0.03,0.20
19960326,-0.27,0.15,0.09,0.33,0.49,0.14
19960327,0.46,0.19,0.22,-0.49,-0.43,0.03
19960328,0.06,0.15,0.17,0.05,0.01,-0.03
19960329,1.00,0.77,0.64,-0.37,-0.49,-0.16
19960401,0.63,0.28,0.38,1.29,1.05,1.10
19960402,0.48,0.18,0.40,0.12,0.44,-0.15
19960403,0.34,0.42,0.36,0.14,0.13,0.03
19960404,0.12,0.32,0.17,-0.09,0.20,-0.18
19960408,-1.26,-1.20,-1.06,-1.52,-1.74,-2.60
19960409,0.43,0.48,0.34,-0.42,0.05,0.06
19960410,-0.32,-0.25,-0.57,-1.19,-1.26,-1.89
19960411,-0.41,-0.28,-0.25,-0.50,-0.42,-0.94
19960412,0.52,0.44,0.56,1.01,0.66,1.48
19960415,1.14,0.66,0.61,0.75,1.08,0.53
19960416,0.81,0.57,0.17,0.71,0.42,-0.47
19960417,-0.13,0.05,-0.11,-0.59,-0.55,-0.19
19960418,1.03,0.68,0.68,0.65,0.04,0.48
19960419,0.47,0.25,0.36,0.25,0.28,-0.12
19960422,1.24,0.45,0.40,0.67,0.37,0.37
19960423,0.72,0.64,0.74,0.54,0.80,0.28
19960424,0.58,0.30,-0.01,-0.05,-0.16,-0.03
19960425,0.65,0.52,0.46,0.58,0.28,0.31
19960426,0.54,0.45,0.49,0.07,0.02,0.42
19960429,0.41,0.09,0.16,-0.02,0.31,-0.21
19960430,0.25,0.05,0.22,0.07,-0.21,0.28
19960501,0.72,0.70,0.76,0.28,0.06,0.20
19960502,-1.21,-0.97,-0.83,-1.71,-1.34,-2.13
19960503,0.48,0.33,0.31,-0.12,-0.22,-0.22
19960506,0.12,0.11,0.13,0.01,-0.31,-0.56
19960507,-0.40,-0.41,-0.27,-0.48,-0.31,-0.30
19960508,-0.37,-0.02,-0.21,0.71,0.69,1.39
19960509,1.00,0.66,0.67,0.09,0.41,0.10
19960510,1.11,0.96,0.75,1.13,0.83,1.55
19960513,1.18,0.67,0.62,1.61,1.08,1.02
19960514,0.92,0.84,0.74,0.80,0.44,0.73
19960515,0.21,0.15,0.18,0.04,-0.10,-0.22
19960516,0.66,0.06,0.18,0.22,-0.17,-0.26
19960517,0.64,0.59,0.72,0.51,0.48,0.89
19960520,0.76,0.49,0.75,0.63,0.57,0.28
19960521,0.00,0.01,0.26,-0.15,0.02,0.00
19960522,0.37,0.29,0.90,0.58,0.65,1.14
19960523,0.01,0.25,-0.11,-0.21,-0.46,-0.16
19960524,0.55,0.11,-0.05,0.40,0.02,0.34
19960528,-0.83,-0.60,-0.82,-0.92,-0.74,-0.98
19960529,-1.09,-0.49,-0.15,-0.64,-0.66,-0.41
19960530,0.44,0.36,0.47,0.72,0.39,0.33
19960531,0.73,0.48,0.28,-0.12,-0.54,-0.38
19960603,-0.29,0.10,-0.25,-0.15,-0.43,-0.13
19960604,0.44,0.25,0.18,0.65,0.90,1.15
19960605,0.37,0.27,0.22,0.92,0.63,0.98
19960606,-1.03,-0.46,-0.34,-0.79,-0.81,-0.39
19960607,-0.65,-0.76,-0.69,0.19,-0.17,-1.10
19960610,0.27,0.11,0.48,-0.13,-0.15,-0.10
19960611,-0.04,0.02,-0.05,-0.17,-0.15,0.09
19960612,0.09,-0.01,0.31,-0.03,-0.21,-0.20
19960613,-0.70,-0.51,-0.56,-0.29,-0.18,0.21
19960614,-0.92,-0.44,-0.11,-0.42,-0.37,-0.31
19960617,-0.62,-0.36,-0.22,-0.22,-0.06,0.02
19960618,-2.10,-0.96,-1.31,-0.91,-0.18,-0.13
19960619,-0.95,-0.42,-0.12,0.10,0.16,-0.80
19960620,-1.34,-0.78,-0.79,0.07,-0.22,-0.73
19960621,0.55,0.27,0.15,0.85,0.41,0.29
19960624,0.50,0.48,0.35,0.36,0.09,0.52
19960625,-1.03,-0.44,-0.57,-0.17,-0.34,0.20
19960626,-2.23,-0.96,-1.03,-0.75,-0.54,-0.45
19960627,0.84,0.27,0.54,0.64,0.62,0.71
19960628,2.34,1.37,1.44,0.42,0.42,0.97
19960701,0.77,0.53,0.32,0.75,0.80,1.14
19960702,-0.34,-0.03,0.06,-0.47,0.02,-0.20
19960703,-1.19,-0.24,-0.11,-0.27,-0.29,-0.31
19960705,-2.05,-1.07,-0.98,-2.11,-2.05,-2.34
19960708,-1.53,-0.74,-0.62,-0.77,-0.73,-1.13
19960709,-0.13,-0.01,0.08,0.28,0.67,0.35
19960710,-1.94,-0.79,-0.57,-0.12,0.01,0.41
19960711,-4.06,-2.10,-1.68,-2.04,-1.26,-1.26
19960712,-0.43,-0.08,-0.16,-0.10,0.25,0.34
19960715,-4.63,-2.13,-1.67,-3.06,-2.05,-1.71
19960716,-1.95,-1.62,-1.23,-0.08,-0.69,-0.50
19960717,4.76,2.05,1.51,1.50,0.65,1.08
19960718,2.41,1.19,0.75,1.84,1.26,1.06
19960719,-0.65,-0.27,-0.16,-0.89,-0.68,-0.71
19960722,-2.04,-0.87,-0.80,-1.03,-0.60,-0.55
19960723,-3.26,-1.52,-1.07,-1.70,-0.96,-0.59
19960724,-2.03,-1.45,-1.22,0.19,-0.28,-0.32
19960725,2.17,0.94,0.88,0.84,1.03,0.51
19960726,1.61,0.81,0.54,1.12,0.57,0.51
19960729,-0.94,-0.24,-0.16,-1.06,-0.47,-0.51
19960730,0.06,0.01,0.17,0.65,0.45,0.61
19960731,1.10,0.65,0.58,0.86,0.53,0.53
19960801,1.22,0.92,0.75,1.89,1.35,1.49
19960802,2.30,1.08,0.79,1.93,1.83,2.04
19960805,-0.03,0.11,0.12,-0.36,-0.23,-0.32
19960806,0.28,0.12,0.09,0.50,0.17,0.09
19960807,1.10,0.69,0.32,0.47,0.19,0.22
19960808,-0.05,0.11,-0.03,-0.40,0.15,0.00
19960809,-0.05,-0.09,0.00,-0.50,-0.05,0.20
19960812,-0.10,0.06,0.03,0.71,0.59,0.49
19960813,-0.84,-0.47,-0.29,-0.85,-0.67,-0.90
19960814,0.51,0.39,0.31,0.36,0.49,0.56
19960815,0.12,0.29,0.25,-0.03,0.16,0.18
19960816,0.23,0.32,0.62,0.22,0.78,0.62
19960819,-0.17,0.08,0.08,-0.03,0.31,0.31
19960820,-0.17,0.13,0.10,-0.36,0.08,0.18
19960821,-0.11,-0.11,-0.01,-0.07,-0.03,-0.17
19960822,1.30,0.52,0.51,1.06,0.59,0.71
19960823,0.15,0.06,0.18,-0.35,-0.50,-0.59
19960826,-0.09,0.05,-0.06,-0.41,-0.45,-0.04
19960827,1.01,0.52,0.31,0.47,0.28,0.30
19960828,0.83,0.35,0.45,-0.10,-0.03,-0.16
19960829,-0.45,-0.17,-0.21,-1.09,-0.93,-0.93
19960830,-0.10,-0.06,0.10,-0.88,-0.23,-1.16
19960903,-0.42,-0.05,-0.13,0.23,0.39,-0.08
19960904,0.21,0.34,0.60,0.17,0.04,0.31
19960905,-1.33,-0.72,-0.23,-1.08,-0.80,-1.00
19960906,1.04,0.61,0.64,1.24,0.85,0.72
19960909,0.61,0.36,0.39,1.12,1.00,0.88
19960910,0.06,-0.03,0.09,0.24,-0.29,-0.03
19960911,0.10,0.18,0.20,0.42,0.63,0.44
19960912,0.94,0.31,0.36,0.81,0.34,0.76
19960913,1.28,0.43,0.39,1.64,1.08,1.12
19960916,0.37,0.19,0.25,0.51,0.50,0.59
19960917,0.24,-0.19,-0.16,-0.02,-0.23,-0.43
19960918,0.06,-0.17,0.01,-0.16,-0.21,-0.29
19960919,0.00,-0.15,-0.22,0.46,-0.07,-0.25
19960920,0.35,0.44,0.41,0.59,0.54,0.26
19960923,-0.42,-0.27,-0.15,-0.19,-0.06,-0.08
19960924,0.47,0.30,0.02,-0.10,0.15,-0.17
19960925,0.50,0.25,0.33,0.20,0.05,-0.11
19960926,0.78,0.14,0.11,0.29,-0.07,0.07
19960927,0.25,0.21,0.08,0.00,0.07,0.26
19960930,0.17,0.22,0.25,0.15,0.19,0.25
19961001,-0.71,-0.21,-0.01,-0.08,0.43,0.56
19961002,0.74,0.71,0.80,0.82,0.75,0.60
19961003,-0.39,-0.05,-0.09,-0.15,-0.16,-0.28
19961004,0.64,0.47,0.30,1.23,1.09,1.46
19961007,-0.21,-0.17,0.08,0.25,0.24,0.19
19961008,-0.52,-0.21,-0.26,-0.57,-0.24,-0.33
19961009,-0.28,-0.24,-0.08,-0.54,-0.52,-0.53
19961010,0.23,0.18,0.01,-0.37,-0.14,-0.24
19961011,0.30,0.45,0.26,0.85,0.70,0.58
19961014,0.48,0.27,0.09,0.51,0.48,0.38
19961015,-0.16,-0.04,0.08,-0.18,-0.15,-0.18
19961016,-0.55,-0.12,0.01,0.22,0.16,-0.24
19961017,-0.45,0.05,0.26,0.25,0.46,0.51
19961018,-0.32,0.02,0.14,0.29,0.71,0.35
19961021,-1.09,-0.20,-0.20,-0.44,0.05,0.26
19961022,-1.67,-0.68,-0.58,-0.60,-0.49,-0.56
19961023,-0.08,-0.12,0.04,0.10,0.08,0.07
19961024,0.20,0.08,0.10,-0.66,-0.58,-0.09
19961025,-0.10,0.14,0.18,-0.42,0.03,0.29
19961028,-1.30,-0.72,-0.50,-0.61,-0.42,-0.17
19961029,-1.12,-0.37,-0.17,0.16,0.71,0.76
19961030,-0.03,0.05,0.00,-0.07,0.08,0.27
19961031,1.01,0.45,0.56,0.76,0.41,0.50
19961101,-0.40,-0.33,-0.34,-0.13,-0.25,0.25
19961104,-0.48,0.29,0.11,0.22,0.45,0.57
19961105,-0.13,-0.15,0.11,1.26,0.65,0.79
19961106,0.79,0.80,0.55,1.90,1.01,1.03
19961107,0.82,0.50,0.32,0.59,0.29,0.07
19961108,0.13,0.10,0.12,0.42,0.47,0.23
19961111,0.17,0.34,0.32,0.28,0.02,0.12
19961112,-0.21,0.20,0.09,-0.43,0.07,-0.08
19961113,0.04,0.12,0.01,0.27,0.19,-0.15
19961114,0.19,0.45,0.31,0.71,0.56,0.69
19961115,-0.46,-0.09,-0.07,-0.06,0.47,0.13
19961118,-0.65,-0.18,0.15,-0.42,0.22,0.34
19961119,-0.15,0.40,0.32,0.42,0.87,0.99
19961120,-0.09,0.28,0.17,0.24,0.27,0.19
19961121,-0.33,0.06,-0.05,-0.20,-0.21,-0.06
19961122,1.02,0.63,0.54,0.62,1.05,0.84
19961125,0.63,0.56,0.57,1.04,1.07,1.38
19961126,-0.48,-0.19,-0.14,-0.09,-0.22,-0.29
19961127,0.53,0.33,0.33,0.08,-0.17,0.16
19961129,0.80,0.24,0.45,0.22,0.28,0.26
19961202,0.21,0.27,0.15,0.06,0.12,-0.22
19961203,0.91,0.79,0.36,-1.12,-0.62,-0.70
19961204,0.14,-0.05,0.04,-0.31,-0.51,-0.12
19961205,0.33,0.35,0.25,-0.12,-0.06,-0.33
19961206,-1.04,-0.97,-0.90,-0.75,-0.73,-0.18
19961209,1.63,1.29,1.11,1.75,0.97,0.95
19961210,-0.03,0.26,0.57,-0.41,-0.28,-0.08
19961211,-1.07,-0.92,-0.76,-0.69,-1.16,-0.89
19961212,-0.14,-0.17,-0.33,-1.47,-1.45,-1.30
19961213,-0.92,-0.67,-0.24,-0.30,0.01,-0.09
19961216,-1.50,-0.63,-0.50,-1.41,-0.66,-0.82
19961217,-0.37,-0.11,-0.05,0.48,0.84,0.75
19961218,1.09,0.60,0.72,1.08,0.53,0.53
19961219,0.53,0.78,0.54,1.88,1.61,1.69
19961220,-0.31,0.43,0.41,0.27,0.45,0.58
19961223,-0.67,-0.36,-0.26,-0.35,-0.22,-0.41
19961224,0.09,0.09,0.14,0.69,0.41,0.42
19961226,0.32,0.37,0.40,0.71,0.55,0.50
19961227,0.52,0.27,0.24,0.23,0.05,0.23
19961230,-0.12,0.16,-0.04,-0.53,0.05,0.16
19961231,1.12,0.78,0.43,-1.30,-1.34,-1.33
19970102,-0.58,-0.80,-0.49,-0.70,-0.57,-0.96
19970103,1.46,0.91,0.62,1.68,1.16,1.15
19970106,0.32,0.17,0.01,-0.11,0.12,-0.05
19970107,0.82,0.47,0.36,0.90,0.51,0.27
19970108,0.01,0.17,0.26,-0.83,-0.25,0.22
19970109,0.44,0.36,0.32,0.68,1.06,0.58
19970110,0.29,0.24,0.16,0.66,0.53,-0.09
19970113,-0.26,0.21,0.18,-0.03,-0.16,0.29
19970114,0.43,0.47,0.44,1.29,1.11,1.64
19970115,-0.40,0.13,0.04,-0.39,-0.01,0.02
19970116,0.11,-0.09,-0.10,0.50,0.04,-0.04
19970117,0.31,0.26,0.48,1.04,0.37,0.63
19970120,0.82,0.41,0.14,0.34,0.10,0.13
19970121,0.56,-0.03,0.02,0.73,0.64,0.54
19970122,0.22,0.02,0.10,0.53,0.31,0.84
19970123,-0.15,0.05,0.17,-1.15,-0.85,-0.62
19970124,-0.69,-0.54,-0.46,-0.99,-0.85,-1.02
19970127,-0.88,-0.45,-0.39,-0.92,-0.30,-0.65
19970128,0.19,0.39,0.27,0.21,-0.34,-0.18
19970129,-0.01,0.01,0.14,0.78,1.06,0.52
19970130,0.55,0.61,0.42,1.68,0.86,1.16
19970131,0.55,0.19,0.12,0.44,0.14,0.42
19970203,-0.07,0.12,0.28,-0.07,-0.01,0.41
19970204,-0.32,-0.42,-0.07,0.18,0.12,0.68
19970205,-1.02,-0.63,-0.33,-1.67,-0.94,-0.61
19970206,-0.05,-0.01,0.06,0.45,-0.03,0.38
19970207,0.33,0.25,0.30,1.17,0.90,1.21
19970210,-1.06,-0.47,-0.14,-0.68,-0.62,-0.02
19970211,-0.95,-0.25,-0.12,0.38,0.64,0.37
19970212,0.97,0.63,0.45,1.99,1.23,0.97
19970213,0.65,0.54,0.71,0.99,1.15,1.42
19970214,0.05,0.29,0.19,-0.43,-0.07,0.17
19970218,0.02,0.36,0.53,0.95,0.47,1.17
19970219,-0.34,0.36,0.14,-0.39,-0.40,-0.14
19970220,-0.99,-0.61,-0.57,-1.33,-1.03,-1.03
19970221,-0.71,0.03,0.22,-0.37,0.06,-0.15
19970224,-0.12,0.25,0.23,1.20,0.61,0.98
19970225,0.17,0.19,0.20,0.15,0.43,0.66
19970226,-1.08,-0.50,-0.36,-0.56,-0.88,-0.92
19970227,-1.40,-0.47,-0.13,-1.40,-1.22,-1.14
19970228,-0.62,-0.36,-0.39,-0.47,-0.40,-0.72
19970303,-0.03,-0.02,0.14,0.41,0.55,0.60
19970304,0.26,0.38,0.41,-0.69,0.03,-0.09
19970305,0.78,0.40,0.57,1.48,1.08,0.76
19970306,-0.29,0.00,0.04,-0.55,0.06,-0.06
19970307,0.47,0.34,0.17,0.57,0.76,1.38
19970310,0.40,0.46,0.56,1.00,0.89,0.95
19970311,-0.23,0.15,0.45,-0.26,-0.18,-0.49
19970312,-1.25,-0.71,-0.30,-0.94,-0.61,-0.56
19970313,-1.56,-1.09,-0.90,-1.52,-1.78,-2.33
19970314,0.24,0.03,-0.18,0.33,0.51,0.39
19970317,-1.56,-0.73,-0.21,0.21,-0.10,-0.06
19970318,-1.26,-0.43,-0.18,-0.63,-0.78,-1.26
19970319,-1.75,-0.70,-0.72,-0.75,-0.28,0.25
19970320,0.44,0.17,0.10,-0.33,-0.11,-0.47
19970321,-0.05,-0.22,-0.18,-0.15,0.55,0.22
19970324,-1.24,-0.45,-0.32,0.52,0.93,0.99
19970325,0.34,0.29,0.17,-0.04,-0.08,-0.30
19970326,0.81,0.30,0.28,0.56,-0.03,-0.82
19970327,-0.92,-0.82,-0.73,-2.06,-1.93,-2.23
19970331,-2.33,-1.24,-0.98,-2.58,-1.90,-2.14
19970401,-0.77,-0.55,-0.32,0.29,0.24,0.78
19970402,-1.15,-0.61,-0.68,-1.04,-1.31,-1.47
19970403,-0.27,-0.49,-0.49,0.34,-0.50,-0.02
19970404,2.02,0.94,0.49,1.58,0.52,0.40
19970407,1.57,1.07,0.75,0.55,1.03,0.99
19970408,0.27,0.23,0.11,0.32,0.57,1.11
19970409,0.17,0.31,0.44,-0.77,-0.60,-0.58
19970410,-0.50,-0.35,-0.11,-0.40,-0.49,0.02
19970411,-1.97,-1.37,-1.35,-2.70,-2.30,-2.55
19970414,-0.26,-0.16,-0.02,0.90,0.51,0.15
19970415,-0.02,0.41,0.51,1.45,1.21,1.36
19970416,-0.61,0.08,0.15,1.39,0.44,0.40
19970417,-0.08,0.26,0.10,-0.31,0.07,0.20
19970418,0.10,0.32,0.36,0.59,0.42,0.01
19970421,-1.75,-0.68,-0.76,-0.99,-0.70,-1.23
19970422,-0.55,0.10,-0.02,1.87,1.24,1.28
19970423,-0.07,-0.09,-0.23,-0.01,0.07,-0.43
19970424,0.14,0.16,0.11,-0.39,0.09,-0.41
19970425,-1.05,-0.52,-0.48,-0.90,-0.92,-0.55
19970428,-0.26,-0.02,0.00,0.99,0.92,1.31
19970429,1.31,1.15,0.76,2.62,2.62,2.49
19970430,0.62,0.42,0.24,1.11,0.84,0.64
19970501,1.21,0.95,0.44,-0.26,-0.17,-0.06
19970502,3.06,2.29,1.73,1.96,1.68,1.94
19970505,3.44,1.68,1.26,2.42,1.83,1.65
19970506,0.00,-0.14,-0.02,-0.69,0.05,0.29
19970507,-0.34,-0.26,0.03,-1.19,-1.31,-1.90
19970508,0.06,0.01,-0.20,0.38,0.66,0.50
19970509,0.49,0.55,0.49,0.53,0.44,0.70
19970512,0.57,0.65,0.58,1.44,1.47,1.05
19970513,-0.08,-0.25,0.13,-0.46,-0.37,-0.78
19970514,0.09,0.30,0.40,0.24,0.36,1.10
19970515,0.61,0.27,0.05,1.15,-0.08,0.07
19970516,-0.12,-0.08,0.11,-1.50,-0.81,-1.03
19970519,0.32,0.25,0.17,0.38,0.33,-0.01
19970520,0.70,0.22,0.37,1.09,0.88,0.98
19970521,0.75,0.52,0.17,-0.04,-0.28,-0.91
19970522,0.23,0.55,0.42,-0.42,-0.25,0.21
19970523,1.36,1.01,0.85,1.46,1.10,0.93
19970527,0.68,0.29,0.05,0.74,-0.16,-0.63
19970528,0.59,0.36,0.28,-0.24,-0.12,0.08
19970529,0.26,0.16,0.26,-0.42,-0.30,-0.05
19970530,0.60,0.51,0.50,0.24,0.88,1.53
19970602,0.73,0.87,0.53,-0.26,0.10,-0.46
19970603,-0.23,0.05,0.28,-0.50,0.21,0.73
19970604,-0.18,0.03,0.21,-0.68,-0.25,-0.38
19970605,0.61,0.51,0.45,0.38,0.29,0.98
19970606,0.66,0.51,0.61,1.80,1.20,1.25
19970609,0.06,0.18,0.49,0.75,0.15,0.55
19970610,-0.47,-0.04,-0.02,-0.07,0.61,0.56
19970611,-0.06,0.12,0.28,0.58,0.41,0.45
19970612,0.18,0.40,0.61,1.51,1.32,1.40
19970613,0.35,0.64,0.50,1.32,0.83,0.47
19970616,0.15,0.12,-0.12,0.05,0.14,0.19
19970617,0.27,0.27,0.19,0.20,-0.04,0.05
19970618,-0.20,0.06,0.15,-0.81,0.13,0.02
19970619,0.93,0.79,0.74,1.25,0.49,0.92
19970620,-0.39,-0.47,-0.24,-0.01,0.08,-0.22
19970623,-0.67,-0.50,-0.46,-2.19,-1.70,-1.97
19970624,0.75,0.59,0.90,2.07,1.35,1.55
19970625,-0.67,-0.39,0.15,-0.76,-0.79,-0.84
19970626,-0.28,-0.09,-0.10,-0.50,-0.62,-0.50
19970627,0.60,0.69,0.60,0.47,0.32,0.24
19970630,1.28,1.13,0.96,-0.20,-0.29,-1.14
19970701,-0.56,-0.23,0.11,0.42,1.10,0.80
19970702,0.13,0.04,0.05,1.40,1.21,1.09
19970703,0.34,0.39,0.48,1.50,1.12,0.93
19970707,-0.03,0.03,0.05,-0.37,-0.41,-0.36
19970708,0.83,0.28,0.15,0.88,0.46,0.94
19970709,-0.19,-0.07,-0.09,-0.97,-1.18,-0.79
19970710,0.54,0.47,0.49,0.54,0.61,0.91
19970711,0.99,0.64,0.65,0.48,0.30,0.21
19970714,0.56,0.36,0.30,0.54,-0.22,-0.01
19970715,1.12,0.65,0.54,0.97,0.48,0.44
19970716,0.83,0.80,0.55,1.34,1.09,0.53
19970717,-0.61,-0.25,-0.20,-0.60,-0.52,-0.36
19970718,-0.68,-0.30,-0.34,-1.55,-1.47,-1.20
19970721,-0.51,-0.47,-0.41,-0.48,-0.13,-0.55
19970722,0.77,0.62,0.55,2.34,2.10,1.36
19970723,0.20,0.25,0.51,0.34,0.17,0.60
19970724,0.24,0.13,0.22,0.21,0.65,0.07
19970725,-0.09,0.27,0.18,-0.18,-0.04,0.03
19970728,0.06,0.14,0.04,-0.60,0.20,0.52
19970729,0.26,0.18,0.33,0.30,0.98,1.07
19970730,0.68,0.77,0.84,1.03,1.39,0.99
19970731,0.22,0.38,0.41,0.05,0.43,0.27
19970801,-0.10,0.16,-0.02,-0.56,-0.81,-0.38
19970804,0.34,0.36,0.30,0.41,0.19,0.33
19970805,0.92,0.72,0.56,0.54,0.04,-0.35
19970806,0.70,0.63,0.55,0.67,0.93,0.88
19970807,0.10,-0.02,0.15,-0.84,-0.97,-0.40
19970808,-1.26,-1.31,-0.98,-1.85,-1.89,-1.90
19970811,-0.42,-0.17,-0.14,-0.23,0.98,0.57
19970812,-0.55,0.01,-0.02,-1.15,-0.86,-0.44
19970813,0.16,0.03,0.02,-0.30,-0.31,-0.05
19970814,0.18,0.01,0.21,0.45,0.12,0.07
19970815,-0.73,-0.61,-0.65,-2.51,-1.87,-1.40
19970818,-0.03,-0.04,-0.01,0.99,1.04,0.30
19970819,1.48,1.13,0.86,1.55,1.29,1.15
19970820,1.46,1.20,0.88,1.49,1.31,1.12
19970821,-0.43,-0.28,-0.30,-1.38,-1.31,-0.97
